Class Name;Number of Bugs;Number of Revisions;Number of Commiters;Number of Modified Lines;WMC;DIT;NOC;CBO;RFC;LCOM;CA;CE;NPM;LCOM3;LOC;DAM;MOA;MFA;CAM;IC;CBM;AMC
org/apache/cassandra/service/AbstractCassandraDaemon;2;11;6;133;14;1;1;3;15;91;1;2;11;1.08;79;0.80;0;0;0.50;0;0;4.29
org/apache/cassandra/service/AbstractRowResolver;0;1;1;5;4;1;2;7;5;6;2;5;4;1.33;29;1;2;0;0.40;0;0;5
org/apache/cassandra/service/AbstractWriteResponseHandler;1;2;1;8;4;1;2;8;5;6;2;6;3;1.33;19;1;1;0;0.40;0;0;2.50
org/apache/cassandra/service/AntiEntropyService;4;15;2;758;7;1;0;7;8;21;1;6;1;1.17;46;0.75;1;0;0.38;0;0;5
org/apache/cassandra/service/AsyncRepairCallback;0;1;1;10;4;1;0;6;11;0;1;6;3;0.56;45;1;1;0;0.35;0;0;9.50
org/apache/cassandra/service/ClientState;0;2;2;13;14;1;0;12;15;91;7;5;10;1.08;88;1;1;0;0.23;0;0;5
org/apache/cassandra/service/DatacenterReadCallback;0;3;1;71;6;0;0;8;7;15;0;8;3;1.20;38;1;1;0;0.31;0;0;5
org/apache/cassandra/service/DatacenterSyncWriteResponseHandler;1;4;1;38;5;0;0;8;6;10;0;8;4;1.25;34;1;2;0;0.43;0;0;5
org/apache/cassandra/service/DatacenterWriteResponseHandler;1;3;1;42;5;0;0;7;6;10;0;7;3;1.25;32;1;1;0;0.47;0;0;5
org/apache/cassandra/service/EmbeddedCassandraService;0;1;1;2;2;1;0;1;3;1;0;1;2;2;13;0;1;0;1;0;0;5
org/apache/cassandra/service/GCInspector;0;7;3;175;3;1;0;1;4;3;0;1;2;1.50;28;0.40;1;0;1;0;0;5
org/apache/cassandra/service/IResponseResolver;0;1;1;1;5;1;0;8;5;10;6;2;5;2;5;0;0;0;0.60;0;0;0
org/apache/cassandra/service/MigrationManager;0;3;2;109;14;1;0;8;15;91;1;7;12;1.08;86;1;0;0;0.21;0;0;5
org/apache/cassandra/service/RangeSliceResponseResolver;1;4;2;32;6;1;0;3;7;15;0;3;6;1.20;40;1;0;0;0.38;0;0;5
org/apache/cassandra/service/ReadCallback;0;4;2;64;12;1;1;14;13;66;4;10;7;1.09;80;0.75;3;0;0.24;0;0;5
org/apache/cassandra/service/RepairCallback;0;1;1;6;4;1;0;6;17;0;0;6;4;0.47;80;1;2;0;0.44;0;0;17.75
org/apache/cassandra/service/RowRepairResolver;1;4;2;56;6;0;0;7;7;15;2;5;5;2;36;0;0;0;0.31;0;0;5
org/apache/cassandra/service/SocketSessionManagementService;0;2;2;21;6;1;0;1;15;0;0;1;5;0.70;80;0.25;1;0;0.60;0;0;11.67
org/apache/cassandra/service/StorageLoadBalancer;0;1;1;2;16;1;0;6;17;120;1;5;9;1.07;104;0.88;1;0;0.38;0;0;5
org/apache/cassandra/service/StorageProxy;3;18;3;533;43;1;0;20;44;903;0;20;32;1.02;269;0.82;7;0;0.08;0;0;5
org/apache/cassandra/service/StorageProxyMBean;0;1;1;6;19;1;0;1;19;171;1;0;19;2;19;0;0;0;0.37;0;0;0
org/apache/cassandra/service/StorageService;7;47;6;660;128;1;0;35;129;8128;13;22;97;1.01;790;0.68;9;0;0.07;0;0;5
org/apache/cassandra/service/StorageServiceMBean;0;8;5;44;58;1;0;4;59;1653;2;2;57;2;63;0;0;0;0.20;0;0;0.09
org/apache/cassandra/service/WriteResponseHandler;1;4;2;35;8;0;1;8;9;28;1;7;5;1.14;50;1;0;0;0.32;0;0;5
