Class Name;Number of Bugs;Number of Revisions;Number of Commiters;Number of Modified Lines;WMC;DIT;NOC;CBO;RFC;LCOM;CA;CE;NPM;LCOM3;LOC;DAM;MOA;MFA;CAM;IC;CBM;AMC
org/apache/cassandra/db/MeteredFlusher;0;1;1;21;3;1;0;1;4;3;0;1;1;1.50;19;1;0;0;1;0;0;5
org/apache/cassandra/db/migration/AddColumnFamily;0;2;1;13;7;0;0;5;8;21;0;5;5;1.17;43;1;1;0;0.39;0;0;5
org/apache/cassandra/db/migration/AddKeyspace;0;1;1;3;8;0;0;11;31;22;0;11;7;0.71;150;1;1;0;0.54;0;0;17.63
org/apache/cassandra/db/migration/DropColumnFamily;0;3;1;7;10;0;0;13;43;31;0;13;7;0.70;208;0.67;0;0;0.42;0;0;19.50
org/apache/cassandra/db/migration/DropKeyspace;0;4;1;14;8;0;0;13;35;22;0;13;7;0.71;143;1;0;0;0.54;0;0;16.75
org/apache/cassandra/db/migration/Migration;0;4;1;46;16;1;6;14;17;120;8;6;12;1.07;91;0.50;2;0;0.18;0;0;4.06
org/apache/cassandra/db/migration/RenameColumnFamily;0;2;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
org/apache/cassandra/db/migration/RenameKeyspace;0;3;1;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
org/apache/cassandra/db/migration/UpdateColumnFamily;0;1;1;3;6;0;0;6;7;15;1;5;4;1.20;37;1;1;0;0.50;0;0;5
org/apache/cassandra/db/migration/UpdateKeyspace;1;3;1;8;9;0;0;8;28;32;0;8;6;0.88;135;0.67;2;0;0.54;0;0;13.67
org/apache/cassandra/db/RowIteratorFactory;0;1;1;0;2;1;0;5;3;1;0;5;2;2;14;1;0;0;0.50;0;0;5
org/apache/cassandra/db/RowMutation;0;7;3;82;28;1;0;23;29;378;14;10;24;1.04;175;0.71;1;0;0.13;0;0;5
org/apache/cassandra/db/RowMutationVerbHandler;1;3;3;10;3;1;0;3;4;3;0;3;2;42491;19;1;0;0;0.58;0;0;5
org/apache/cassandra/db/SuperColumn;0;4;2;60;32;1;0;13;33;496;5;8;31;1.03;197;1;0;0;0.14;0;0;5
org/apache/cassandra/db/SystemTable;2;7;3;39;19;1;0;5;20;171;0;5;17;1.06;129;0.80;0;0;0.09;0;0;5
org/apache/cassandra/db/Table;1;17;2;171;32;1;0;23;33;496;10;15;24;1.03;202;0.60;1;0;0.11;0;0;5
org/apache/cassandra/db/TruncateResponse;0;1;1;2;4;1;0;3;13;4;1;3;3;0.83;50;0.25;1;0;0.33;0;0;10.50
org/apache/cassandra/db/TruncateVerbHandler;0;2;1;39;3;1;0;4;4;3;0;4;2;1.50;19;1;0;0;0.50;0;0;5
org/apache/cassandra/db/Truncation;1;2;1;12;5;1;0;7;18;6;2;6;4;0.67;67;0.33;1;0;0.42;0;0;11.80
